,WindGustDir,WindDir3pm,WindDir9am,RainToday,RainTomorrow
23944,SE,ESE,NW,No,No
23945,SE,NNW,NE,No,No
23946,E,NE,SW,No,No
23947,W,WNW,NNE,No,No
23948,S,N,N,No,No
23949,ESE,ESE,ESE,No,No
23950,NNW,NE,N,No,No
23951,SSW,E,N,No,No
23952,SE,SE,SE,No,No
23953,ESE,SE,SW,No,No
23954,ENE,ENE,SSW,No,No
23955,NE,NE,NNE,No,No
23956,NW,NNW,WNW,No,Yes
23957,WNW,SSE,N,Yes,Yes
23958,SE,ESE,NNW,Yes,No
23959,ENE,NE,SSW,No,No
23960,NE,NE,N,No,No
23961,NE,SE,NNW,No,No
23962,ENE,NE,NNE,No,No
23963,N,N,NW,No,No
23964,SE,SSE,SSE,No,Yes
23965,SSW,SE,SSW,Yes,Yes
23966,SSW,ESE,N,No,No
23967,SE,ESE,N,No,No
23968,NE,NNE,WNW,No,No
23969,WSW,NNE,N,No,Yes
23970,SE,ESE,SSW,Yes,Yes
23971,NNE,NE,SSW,Yes,No
23972,SW,ENE,N,No,Yes
23973,SE,ENE,NW,Yes,No
23974,SSE,ESE,WSW,No,Yes
23975,NE,NE,SW,Yes,No
23976,SE,NNE,NNE,No,No
23977,ESE,ESE,N,No,No
23978,NE,NNE,N,No,No
23979,SE,ESE,NNW,No,Yes
23980,NW,SE,SSW,Yes,No
23981,ESE,WSW,SW,No,No
23982,S,NNW,NE,No,No
23983,SE,SE,SSW,No,No
23984,WSW,SW,WNW,No,No
23985,W,SSW,SSE,No,No
23986,WSW,NNW,SSE,No,No
23987,SE,NE,E,No,No
23988,NNE,NE,NNE,No,No
23989,SSE,NW,SSW,No,No
23990,WNW,S,N,No,No
23991,SE,E,SE,No,Yes
23992,ESE,ESE,N,No,No
23993,ESE,SE,S,No,No
23994,NE,ENE,SSW,No,Yes
23995,ESE,E,S,Yes,No
23996,ESE,SE,ESE,No,Yes
23997,ESE,ESE,SE,Yes,Yes
23998,NE,NE,WSW,Yes,Yes
23999,ESE,NNE,N,Yes,Yes
24000,S,S,SSW,Yes,Yes
24001,ESE,SW,SSW,Yes,Yes
24002,ENE,SSW,S,Yes,Yes
24003,E,ENE,N,Yes,No
24004,ENE,NW,N,No,No
24005,W,NNE,N,No,No
24006,SSE,W,N,No,Yes
24007,SSW,SE,W,Yes,Yes
24008,SSW,NNE,N,Yes,Yes
24009,W,WNW,N,Yes,No
24010,SSW,SSE,SSW,No,No
24011,ESE,SE,SSE,No,No
24012,ESE,SE,SSW,No,No
24013,NNE,NE,N,No,No
24014,NNE,NNE,N,No,No
24015,WNW,WNW,N,No,No
24016,SE,ESE,S,No,No
24017,ESE,NE,N,No,No
24018,ENE,ESE,SE,No,No
24019,S,SE,N,No,Yes
24020,S,S,SW,Yes,Yes
24021,ESE,SSE,SSW,Yes,No
24022,ESE,ESE,S,No,No
24023,E,ENE,SSE,No,No
24024,NE,N,NW,No,Yes
24025,ENE,WNW,N,Yes,No
24026,ENE,NNE,S,No,No
24027,N,N,NNE,No,No
24028,WNW,W,NNW,No,No
24029,S,SSE,SSW,No,No
24030,SSW,SE,SSW,No,No
24031,SE,SE,N,No,Yes
24032,ESE,ESE,SSW,Yes,No
24033,W,NNW,N,No,No
24034,N,NNE,WNW,No,No
24035,NW,NE,ESE,No,No
24036,ENE,NW,N,No,No
24037,NE,N,N,No,No
24038,NE,NW,N,No,No
24039,SSE,WSW,N,No,No
24040,ESE,SE,SE,No,No
24041,SE,SSE,W,No,No
24042,SE,ESE,SSE,No,No
24043,NNW,NNE,NNE,No,No
24044,SSW,NNE,N,No,No
24045,ESE,N,SSW,No,No
24046,NNE,N,N,No,No
24047,N,SE,N,No,Yes
24048,SSW,SSE,N,No,No
24049,SE,S,S,No,No
24050,ESE,WSW,N,No,No
24051,SE,SE,SSE,No,No
24052,S,SE,S,No,No
24053,ESE,ESE,N,No,No
24054,NNE,N,S,No,Yes
24055,N,N,NNW,Yes,Yes
24056,ESE,E,N,No,No
24057,NE,ENE,NNE,No,No
24058,W,W,N,No,No
24059,SW,WSW,NNE,No,No
24060,SE,NNW,N,No,No
24061,NNE,NE,NNE,No,No
24062,ESE,NNW,N,No,No
24063,SE,E,SSW,No,No
24064,E,ESE,E,No,No
24065,E,N,NE,No,No
24066,ESE,SE,N,No,No
24067,ENE,NE,N,No,No
24068,ENE,N,NNW,No,No
24069,NNE,N,NNE,No,No
24070,WSW,SE,N,No,No
24071,SW,SE,SW,No,No
24072,NNE,SE,N,No,No
24073,WNW,WNW,NE,No,No
24074,SW,SSW,N,No,No
24075,SSE,SE,NW,No,No
24076,NE,NNE,ENE,No,No
24077,W,NNW,N,No,No
24078,N,SE,N,No,No
24079,N,W,NNE,No,No
24080,WNW,W,W,No,Yes
24081,WSW,SW,N,Yes,No
24082,N,NW,ESE,No,No
24083,NNE,NW,NNW,No,No
24084,NNE,SE,N,No,No
24085,NNE,NE,N,No,No
24086,W,NW,N,No,No
24087,SSW,SSW,SSW,No,No
24088,WSW,WSW,NNW,No,No
24089,SSW,S,N,No,No
24090,SSE,SSE,NNE,No,No
24091,NW,N,N,No,No
24092,NW,WSW,WNW,No,No
24093,S,S,ENE,No,No
24094,ESE,ESE,S,No,No
24095,NNE,NNE,S,No,No
24096,SSW,SE,N,No,No
24097,SW,S,SW,No,No
24098,S,NNE,N,No,No
24099,NE,NNE,N,No,Yes
24100,SSW,SSW,N,No,Yes
24101,NE,NE,N,No,Yes
24102,NNE,NE,N,Yes,No
24103,WNW,SE,NNW,No,Yes
24104,SW,SSW,SW,Yes,Yes
24105,SW,SW,SW,Yes,No
24106,SW,SSW,SSE,No,Yes
24107,SSW,SSW,SSW,Yes,Yes
24108,SSW,SSW,SSE,Yes,Yes
24109,WSW,SW,SSW,Yes,No
24110,SW,SW,SW,No,No
24111,S,SSW,WSW,No,No
24112,NE,NNE,N,No,No
24113,WNW,W,NE,No,No
24114,W,S,WSW,No,No
24115,SW,N,N,No,No
24116,SSW,SSE,N,No,No
24117,SE,WNW,N,No,No
24118,NE,N,E,No,No
24119,N,NNE,N,No,No
24120,N,W,NW,No,No
24121,WNW,WNW,N,No,No
24122,SSW,SSW,N,No,No
24123,W,W,NNE,No,No
24124,SW,SSE,S,No,No
24125,SSW,S,N,No,No
24126,S,SW,S,No,No
24127,SSW,SSW,SSE,No,Yes
24128,N,N,SE,Yes,No
24129,N,NNW,SSW,No,No
24130,W,SW,N,No,No
24131,S,S,ESE,No,No
24132,WNW,NNW,N,No,No
24133,WNW,N,WNW,No,No
24134,NW,NW,NNE,No,No
24135,W,SE,ESE,No,No
24136,SSW,NNW,N,No,No
24137,WSW,SSW,SW,No,No
24138,S,SSE,NW,No,No
24139,NW,SSW,NNE,No,Yes
24140,WSW,SSW,NW,Yes,No
24141,SW,SSW,SW,No,No
24142,SSW,ESE,SSW,No,No
24143,SSE,SE,SSE,No,No
24144,NNE,NE,N,No,No
24145,SSW,SE,W,No,No
24146,NNW,NNW,SE,No,No
24147,NNE,NNE,WSW,No,No
24148,WNW,WNW,NW,No,No
24149,NW,SW,WSW,No,No
24150,SSW,SSW,WSW,No,No
24151,NE,NE,N,No,No
24152,WNW,SW,SSW,No,No
24153,SSW,ESE,N,No,Yes
24154,SW,SSE,SW,Yes,No
24155,S,N,NNE,No,No
24156,SW,SSE,SSW,No,No
24157,SSW,SSW,N,No,No
24158,NNW,ENE,S,No,Yes
24159,S,E,N,Yes,Yes
24160,SSE,ESE,S,Yes,No
24161,NE,WSW,SSW,No,Yes
24162,SW,SE,SSE,Yes,Yes
24163,WSW,WSW,N,No,No
24164,W,NW,NW,No,No
24165,WSW,WSW,NNE,No,Yes
24166,SW,SSW,SSW,Yes,No
24167,WSW,W,N,No,No
24168,WSW,WSW,N,No,No
24169,SSE,SSW,SW,No,No
24170,SW,S,SW,No,No
24171,NE,ENE,N,No,No
24172,NE,N,WNW,No,Yes
24173,SSW,SE,N,Yes,Yes
24174,WNW,N,NNW,Yes,No
24175,WSW,SW,W,No,No
24176,SW,S,SW,No,No
24177,NW,S,N,No,No
24178,W,WNW,N,No,No
24179,WNW,WNW,W,No,No
24180,NNE,NNE,SSW,No,No
24181,NE,NE,N,No,Yes
24182,NW,WNW,WNW,Yes,No
24183,W,W,WNW,No,No
24184,WNW,NW,N,No,No
24185,E,NNE,N,No,No
24186,NNE,N,NNE,No,No
24187,W,W,N,No,No
24188,W,W,SW,No,No
24189,WSW,W,WNW,No,No
24190,NW,W,NW,No,No
24191,ESE,S,NNE,No,No
24192,E,ENE,NW,No,No
24193,SE,ESE,NE,No,No
24194,NE,NE,ENE,No,No
24195,WNW,WNW,N,No,No
24196,SE,E,SW,No,Yes
24197,SW,NNW,SSW,Yes,Yes
24198,WNW,W,N,No,No
24199,WNW,WNW,SSE,No,No
24200,SSW,SSE,SSW,No,No
24201,ENE,NNW,ESE,No,No
24202,W,NW,ENE,No,No
24203,WNW,WNW,S,No,No
24204,WSW,N,SW,No,No
24205,NNE,NE,N,No,No
24206,WSW,SW,SSE,No,No
24207,SSE,S,S,No,Yes
24208,SW,SW,N,Yes,No
24209,W,WNW,NW,No,No
24210,W,SSE,SW,No,No
24211,NE,NNE,N,No,No
24212,W,NW,NNW,No,No
24213,W,ESE,N,No,No
24214,SE,ESE,SSW,No,No
24215,NNE,NW,N,No,No
24216,ENE,NNE,N,No,No
24217,NW,W,NW,No,No
24218,WNW,WNW,NNW,No,No
24219,SE,ESE,SW,No,No
24220,SE,ENE,N,No,No
24221,ENE,E,NE,No,No
24222,SSE,SSW,SSW,No,Yes
24223,SW,ENE,SW,No,No
24224,SE,ESE,N,No,No
24225,SE,S,S,No,No
24226,ENE,NE,S,No,No
24227,NE,NNE,N,No,No
24228,WNW,N,N,No,No
24229,WSW,W,W,No,No
24230,WNW,SSE,SE,No,No
24231,W,NW,SW,No,No
24232,ESE,ESE,SW,No,No
24233,ENE,NNE,NNE,No,No
24234,N,NE,SE,No,No
24235,NW,E,SE,No,No
24236,W,E,WNW,No,Yes
24237,SSW,SSW,SW,Yes,Yes
24238,S,SSE,SSW,Yes,No
24239,NW,NNW,S,No,No
24240,SE,SE,SSE,No,Yes
24241,S,E,S,Yes,No
24242,NE,ESE,NNE,No,No
24243,ENE,NE,N,No,No
24244,NNW,NW,N,No,No
24245,SE,SE,S,No,Yes
24246,SW,WSW,WSW,Yes,No
24247,SE,SE,NNE,No,No
24248,SSW,SSE,SSW,No,Yes
24249,S,SE,SSW,Yes,Yes
24250,SE,SSW,SSW,Yes,Yes
24251,ENE,NNE,NNE,Yes,No
24252,NNE,E,SE,No,Yes
24253,ENE,ENE,S,Yes,No
24254,SW,E,N,No,Yes
24255,NNE,WNW,NNE,Yes,No
24256,ENE,NE,SSW,No,No
24257,S,SW,NNW,No,No
24258,N,N,NNW,No,No
24259,SSW,E,S,No,Yes
24260,SE,ENE,ESE,Yes,No
24261,ENE,N,SSE,No,No
24262,NNE,NNE,S,No,No
24263,S,SSE,S,No,No
24264,NNW,SSW,SE,No,No
24265,ENE,ESE,SE,No,No
24266,ENE,ENE,NNE,No,No
24267,ENE,NE,NNW,No,No
24268,ENE,NE,S,No,No
24269,E,SE,SSE,No,No
24270,ESE,NE,SE,No,No
24271,NNE,ENE,NW,No,No
24272,NNE,NE,SE,No,Yes
24273,SSW,S,SSW,Yes,Yes
24274,SE,SW,SSE,Yes,Yes
24275,ENE,NE,SE,Yes,Yes
24276,E,E,ESE,Yes,No
24277,SSE,SSE,SSW,No,Yes
24278,ENE,WSW,ENE,Yes,Yes
24279,ENE,SSW,N,Yes,No
24280,S,SSW,SW,No,No
24281,ENE,ENE,NE,No,No
24282,ENE,NE,NE,No,No
24283,N,N,SSW,No,Yes
24284,WSW,SW,NE,Yes,No
24285,WSW,NNE,NNE,No,No
24286,WNW,WNW,NNE,No,No
24287,SE,SSW,SSE,No,No
24288,SE,ESE,SSE,No,No
24289,NNE,ESE,N,No,No
24290,W,W,N,No,No
24291,W,WSW,NNW,No,No
24292,SSE,SE,S,No,No
24293,S,ESE,NNE,No,No
24294,NNE,NNE,N,No,No
24295,S,ESE,SSW,No,No
24296,ENE,ENE,S,No,No
24297,ENE,N,NNE,No,No
24298,SE,E,N,No,Yes
24299,SE,E,SSW,Yes,Yes
24300,ENE,ESE,NE,Yes,Yes
24301,ENE,NW,WNW,Yes,Yes
24302,ENE,SE,WNW,Yes,No
24303,ENE,N,NNE,No,No
24304,NE,NNE,NNE,No,Yes
24305,ESE,N,SSE,Yes,No
24306,NE,NE,ESE,No,No
24307,SE,SE,NE,No,No
24308,ESE,E,SSW,No,Yes
24309,E,NNW,S,Yes,Yes
24310,E,E,SW,Yes,Yes
24311,E,ENE,E,Yes,No
24312,ENE,E,S,No,No
24313,NNE,N,N,No,No
24314,NNW,NNE,NNE,No,No
24315,SE,N,N,No,No
24316,S,NNW,NNE,No,No
24317,SE,SW,NNW,No,No
24318,ESE,ESE,SSW,No,No
24319,E,SSE,SSE,No,No
24320,NE,NNW,SE,No,No
24321,E,ESE,N,No,No
24322,WNW,WNW,NE,No,No
24323,NE,NE,NNE,No,No
24324,NW,WSW,S,No,No
24325,S,NNE,NNW,No,No
24326,NW,NNW,N,No,No
24327,SE,SSE,NNE,No,No
24328,SW,WNW,WSW,No,No
24329,SE,SE,S,No,No
24330,ESE,E,SW,No,No
24331,ENE,NW,N,No,No
24332,SE,NW,SSE,No,No
24333,S,W,S,No,Yes
24334,S,SE,S,Yes,No
24335,SSE,ESE,SSW,No,No
24336,SSE,SW,SSW,No,Yes
24337,NNE,N,SSW,Yes,No
24338,N,NNW,N,No,No
24339,SE,WNW,SSW,No,No
24340,WNW,NNE,NNE,No,No
24341,WNW,WSW,N,No,No
24342,SSE,ESE,SSW,No,No
24343,SE,ESE,SW,No,No
24344,E,WNW,S,No,No
24345,E,NNW,ENE,No,No
24346,NE,NNW,N,No,No
24347,ENE,S,SE,No,No
24348,SE,NW,N,No,No
24349,SW,SE,N,No,Yes
24350,WNW,NW,WNW,Yes,No
24351,SSE,WNW,SW,No,No
24352,WSW,NW,NE,No,No
24353,SSE,NNW,NNE,No,No
24354,ESE,SE,S,No,No
24355,NE,ENE,S,No,No
24356,NE,N,SSE,No,No
24357,NE,NE,N,No,No
24358,NW,NNW,NE,No,No
24359,SE,W,N,No,No
24360,WSW,E,NW,No,Yes
24361,WNW,NW,N,Yes,No
24362,WNW,NW,S,No,No
24363,SE,SSE,SE,No,No
24364,SSW,WSW,SW,No,No
24365,SE,SSE,NE,No,No
24366,ESE,SE,WSW,No,No
24367,S,SE,S,No,No
24368,SSW,SW,SSW,No,Yes
24369,ESE,SSE,SSW,Yes,Yes
24370,NE,NNE,SW,Yes,Yes
24371,WNW,NNE,ENE,Yes,No
24372,WNW,W,NNW,No,No
24373,NW,WNW,N,No,No
24374,SW,S,ESE,No,No
24375,SSW,SE,SSW,No,No
24376,SSE,NNW,SSE,No,Yes
24377,SE,SSE,N,Yes,No
24378,WSW,ENE,N,No,Yes
24379,SSE,SE,SSW,Yes,Yes
24380,SSW,W,SSW,Yes,No
24381,WNW,NNW,NW,No,No
24382,WSW,WSW,N,No,No
24383,SW,SSW,S,No,No
24384,S,S,SSW,No,No
24385,SW,S,SSW,No,No
24386,NNE,NE,N,No,No
24387,SW,ENE,N,No,No
24388,S,S,SSW,No,No
24389,SW,S,SW,No,No
24390,WSW,W,NNW,No,No
24391,WSW,WSW,SSE,No,No
24392,WNW,WNW,N,No,No
24393,SW,SW,SW,No,No
24394,SW,SE,N,No,No
24395,SSW,NNW,S,No,No
24396,NE,NE,N,No,No
24397,NNE,NE,N,No,No
24398,ENE,NE,N,No,No
24399,NW,SE,N,No,No
24400,WNW,NNW,N,No,No
24401,NNE,NE,N,No,Yes
24402,NW,NW,N,Yes,No
24403,SW,S,N,No,Yes
24404,SSW,S,SSW,Yes,No
24405,SSW,SW,SSW,No,No
24406,SW,SSW,N,No,No
24407,SE,SE,N,No,No
24408,SW,WNW,N,No,Yes
24409,SSW,SSW,SSW,Yes,Yes
24410,SSE,SSW,SSW,Yes,Yes
24411,S,SSW,SSW,Yes,Yes
24412,SE,SSE,SSW,Yes,No
24413,NE,NE,N,No,No
24414,WNW,WSW,SW,No,No
24415,NW,SW,S,No,No
24416,WNW,ESE,N,No,No
24417,W,WNW,SE,No,No
24418,WSW,WSW,W,No,No
24419,W,W,ESE,No,No
24420,SSW,SW,SW,No,No
24421,SSW,WSW,SW,No,No
24422,S,S,SSW,No,No
24423,SSW,SW,SSW,No,Yes
24424,SSW,SSW,SSW,Yes,Yes
24425,S,SSW,SSW,Yes,Yes
24426,S,SSW,SSW,Yes,No
24427,WNW,W,WSW,No,No
24428,WSW,WSW,NW,No,No
24429,W,WSW,N,No,No
24430,WSW,W,N,No,No
24431,NW,WSW,NNW,No,No
24432,WSW,WNW,ESE,No,No
24433,SW,W,SSE,No,No
24434,SSE,NNW,N,No,No
24435,NNE,NE,N,No,No
24436,WNW,SSE,N,No,No
24437,ESE,ENE,SSW,No,No
24438,S,SE,N,No,No
24439,SE,SW,SSW,No,Yes
24440,SSE,SE,WSW,Yes,No
24441,SSE,SSE,SSW,No,No
24442,NE,NE,N,No,No
24443,N,N,N,No,No
24444,NW,WNW,N,No,No
24445,WNW,W,W,No,No
24446,WNW,NW,W,No,No
24447,W,SW,W,No,No
24448,WNW,NW,SSE,No,No
24449,W,W,N,No,No
24450,WNW,NW,W,No,No
24451,W,S,SSW,No,No
24452,WSW,N,N,No,No
24453,W,SE,N,No,No
24454,SW,SSW,SW,No,No
24455,SE,ESE,N,No,Yes
24456,ENE,W,N,Yes,No
24457,NNE,N,WSW,No,No
24458,W,WNW,N,No,No
24459,WSW,WSW,N,No,Yes
24460,SSW,SSW,SSW,Yes,No
24461,SSW,SW,SSW,No,Yes
24462,S,SSW,SSW,Yes,Yes
24463,SW,SW,SW,Yes,No
24464,SW,SSE,N,No,No
24465,NW,SSW,N,No,No
24466,W,WSW,N,No,No
24467,SSW,SE,SSW,No,No
24468,NE,SSW,N,No,No
24469,N,NNW,SSW,No,No
24470,S,S,N,No,No
24471,WNW,NNW,N,No,No
24472,N,SE,N,No,No
24473,WNW,NNW,N,No,No
24474,NNE,N,N,No,No
24475,NE,NNW,N,No,No
24476,N,NW,N,No,No
24477,S,SW,N,No,No
24478,NNE,SW,ENE,No,No
24479,SW,W,SW,No,No
24480,SW,NW,N,No,No
24481,WNW,WSW,NNE,No,No
24482,S,SSW,N,No,No
24483,SSW,S,SSW,No,No
24484,NNE,NE,N,No,No
24485,SSE,S,S,No,No
24486,E,NNE,N,No,No
24487,ENE,E,WNW,No,No
24488,N,NNE,N,No,Yes
24489,W,W,N,Yes,No
24490,SSE,S,NE,No,Yes
24491,SSE,SSE,S,Yes,Yes
24492,SSE,SE,S,Yes,No
24493,SSW,SSE,SSW,No,No
24494,WSW,NNW,SW,No,No
24495,NNE,ENE,N,No,No
24496,NE,NNE,N,No,No
24497,NNE,N,N,No,No
24498,NNW,NNW,N,No,No
24499,NE,NNE,SW,No,No
24500,SW,S,N,No,No
24501,ESE,ESE,SSW,No,No
24502,ESE,ENE,ESE,No,No
24503,SE,ESE,SW,No,No
24504,S,SE,S,No,No
24505,NE,NE,N,No,No
24506,ENE,NE,N,No,No
24507,NNE,NE,S,No,No
24508,W,NW,N,No,Yes
24509,ESE,E,SW,Yes,No
24510,SSW,SE,SSW,No,Yes
24511,SW,SW,SSW,Yes,No
24512,SW,W,WSW,No,No
24513,SW,SW,S,No,No
24514,SW,NE,SW,No,No
24515,NNW,NW,S,No,No
24516,W,ENE,S,No,No
24517,WSW,W,SSW,No,No
24518,WNW,NW,N,No,No
24519,SE,SE,NW,No,No
24520,NNE,NE,NNE,No,No
24521,WSW,W,NW,No,No
24522,NE,NNE,NNE,No,No
24523,ENE,ENE,NW,No,No
24524,WNW,W,NW,No,No
24525,S,ENE,WSW,No,Yes
24526,SE,SSW,SW,Yes,Yes
24527,SSW,ESE,S,Yes,No
24528,N,N,N,No,Yes
24529,W,WNW,N,Yes,No
24530,WNW,WNW,WNW,No,No
24531,N,WNW,SSW,No,No
24532,SSE,SSW,SSW,No,Yes
24533,S,SSW,S,Yes,No
24534,SSW,ESE,SSW,No,No
24535,NNE,ENE,N,No,No
24536,N,N,SSE,No,No
24537,SSW,N,N,No,Yes
24538,ESE,ESE,S,Yes,Yes
24539,WSW,WSW,NW,Yes,No
24540,NW,W,W,No,No
24541,SE,E,N,No,No
24542,ESE,SE,ESE,No,No
24543,ENE,NNE,SSW,No,No
24544,SSW,SW,W,No,No
24545,SSW,ENE,WSW,No,No
24546,W,WSW,SSW,No,No
24547,SE,ENE,SSW,No,No
24548,SE,N,SE,No,No
24549,NE,NNE,SE,No,No
24550,NNE,NNE,SE,No,No
24551,ENE,N,N,No,No
24552,N,NNE,NNE,No,No
24553,NNE,NE,N,No,No
24554,NW,WNW,WNW,No,No
24555,S,SSW,SE,No,Yes
24556,SE,SSE,SW,Yes,Yes
24557,NNW,SSW,S,Yes,No
24558,NE,ENE,NNE,No,No
24559,NNE,NNE,ESE,No,No
24560,SW,W,S,No,Yes
24561,ENE,ENE,NNW,Yes,No
24562,NE,ENE,WSW,No,No
24563,ESE,ESE,SSE,No,Yes
24564,SE,E,ESE,Yes,Yes
24565,ESE,S,SSW,Yes,No
24566,N,NE,N,No,No
24567,NW,NW,NW,No,No
24568,S,NNE,NW,No,Yes
24569,SW,NNW,N,Yes,Yes
24570,N,NW,N,Yes,No
24571,WSW,WSW,WNW,No,No
24572,ENE,E,N,No,No
24573,SE,S,SE,No,No
24574,ENE,NNE,S,No,No
24575,W,NW,SE,No,No
24576,ENE,NE,N,No,No
24577,SSE,S,SSW,No,Yes
24578,S,SW,S,Yes,Yes
24579,NNE,NNE,N,Yes,No
24580,NNW,N,NNE,No,No
24581,W,W,S,No,No
24582,NNE,NNE,N,No,Yes
24583,SSW,SSE,NNW,Yes,Yes
24584,S,S,SSW,Yes,Yes
24585,SE,SE,SSW,Yes,Yes
24586,SE,SE,SW,Yes,Yes
24587,NW,N,N,Yes,Yes
24588,W,SW,W,Yes,No
24589,ENE,NE,NNE,No,No
24590,NNE,NNE,S,No,No
24591,NW,W,N,No,Yes
24592,SSE,SE,S,Yes,No
24593,SE,SE,SSW,No,No
24594,SE,NE,NNE,No,No
24595,SE,S,SSW,No,Yes
24596,SE,SSE,S,Yes,No
24597,SSW,NW,SSE,No,No
24598,SE,ENE,S,No,Yes
24599,N,SSW,S,Yes,Yes
24600,SE,ESE,N,Yes,Yes
24601,ENE,N,N,Yes,No
24602,S,E,ESE,No,Yes
24603,S,SSE,SW,Yes,Yes
24604,SSE,NNW,S,Yes,Yes
24605,ESE,ESE,SSW,Yes,No
24606,ESE,NNE,SW,No,No
24607,ESE,ESE,S,No,No
24608,ESE,NE,S,No,No
24609,NNE,N,NNE,No,No
24610,S,W,NE,No,Yes
24611,ESE,SSE,SSW,Yes,No
24612,ESE,E,WSW,No,No
24613,SSW,NNE,S,No,Yes
24614,SE,SE,SSW,Yes,No
24615,ESE,NNE,SE,No,No
24616,E,NNE,N,No,No
24617,WNW,NNE,SW,No,Yes
24618,SE,SSW,S,Yes,No
24619,SSW,SSE,SSW,No,No
24620,SE,SSE,S,No,No
24621,SE,SE,S,No,No
24622,ENE,ENE,SSW,No,No
24623,ENE,ENE,N,No,No
24624,NW,ESE,SSE,No,No
24625,ENE,NNE,SE,No,No
24626,S,WSW,NNE,No,No
24627,NNE,NNE,W,No,Yes
24628,SSE,SE,S,Yes,No
24629,NE,ENE,NE,No,No
24630,S,N,SSE,No,Yes
24631,WSW,WNW,ESE,Yes,No
24632,W,NE,NNW,No,No
24633,WNW,WSW,NNW,No,No
24634,SSW,SSE,SSW,No,No
24635,NE,NE,ENE,No,No
24636,SSE,NE,SW,No,Yes
24637,SE,WSW,SE,Yes,Yes
24638,ENE,SE,SSE,Yes,Yes
24639,NE,ENE,NNW,Yes,No
24640,NE,NW,SE,No,No
24641,SE,SSE,S,No,No
24642,ENE,NE,S,No,No
24643,ESE,E,SSE,No,No
24644,SSE,SE,S,No,Yes
24645,ESE,E,SSE,Yes,Yes
24646,ESE,SSW,SW,Yes,Yes
24647,SSW,ESE,S,Yes,Yes
24648,ESE,NNW,S,Yes,Yes
24649,SE,SE,SSW,Yes,Yes
24650,N,N,SW,Yes,No
24651,NNE,NE,SSW,No,Yes
24652,N,NNE,N,Yes,No
24653,ESE,E,SSE,No,Yes
24654,S,SE,SSW,Yes,Yes
24655,SW,S,SW,Yes,Yes
24656,SW,SE,S,Yes,Yes
24657,ESE,ESE,SSW,Yes,No
24658,ENE,NNE,NW,No,No
24659,SE,SE,SE,No,No
24660,SSW,SW,SSW,No,Yes
24661,ESE,SW,SSW,Yes,No
24662,NE,SSW,SSW,No,Yes
24663,S,N,E,Yes,No
24664,W,SSW,S,No,Yes
24665,SW,SW,N,Yes,Yes
24666,ESE,N,NE,Yes,Yes
24667,ESE,E,SSW,Yes,No
24668,E,ENE,S,No,No
24669,N,NNE,N,No,No
24670,SW,W,N,No,Yes
24671,E,ESE,S,Yes,No
24672,SSW,NE,NNE,No,Yes
24673,S,ESE,SSE,Yes,Yes
24674,SSW,S,SW,Yes,No
24675,SE,SSE,SSW,No,No
24676,NE,N,N,No,No
24677,ENE,NNW,SE,No,No
24678,N,N,SE,No,No
24679,N,SE,N,No,No
24680,NNE,N,N,No,No
24681,SSE,S,N,No,Yes
24682,SW,SSW,SSE,Yes,Yes
24683,S,NNE,NNE,Yes,Yes
24684,SSW,SSW,SW,Yes,Yes
24685,NE,NE,N,Yes,Yes
24686,NNE,WNW,N,Yes,Yes
24687,SSE,SSE,S,Yes,No
24688,SE,S,SSW,No,No
24689,SSW,SSW,SSW,No,Yes
24690,SW,SSE,SW,Yes,No
24691,WNW,SSW,SE,No,No
24692,SE,SSE,NE,No,No
24693,ENE,N,SE,No,No
24694,E,E,N,No,No
24695,E,NE,N,No,No
24696,ENE,NNW,N,No,No
24697,N,SSW,N,No,Yes
24698,SSW,S,S,Yes,Yes
24699,SSE,S,SSW,Yes,No
24700,SE,SSE,SW,No,Yes
24701,NE,N,S,Yes,No
24702,NE,NNE,N,No,No
24703,SSE,SE,S,No,No
24704,WSW,W,N,No,No
24705,WNW,WSW,WNW,No,No
24706,SE,SE,S,No,No
24707,NE,NE,SE,No,No
24708,N,NNE,S,No,No
24709,ENE,NE,S,No,No
24710,S,SE,N,No,Yes
24711,NNE,SSW,N,Yes,Yes
24712,N,NNE,ENE,Yes,No
24713,SW,ENE,N,No,Yes
24714,E,ENE,N,Yes,No
24715,NE,NE,NE,No,No
24716,E,ENE,SSE,No,No
24717,ENE,SE,NNW,No,No
24718,NNE,NNE,N,No,No
24719,SE,SE,NE,No,No
24720,NNE,NE,N,No,Yes
24721,W,W,NNE,Yes,No
24722,SSW,SSE,SSW,No,No
24723,SW,S,SSW,No,No
24724,SSW,NW,SSW,No,No
24725,NNE,NE,N,No,No
24726,ENE,SW,N,No,No
24727,SSW,NE,SSE,No,No
24728,SE,SE,SE,No,No
24729,S,S,SW,No,Yes
24730,NNE,S,SSW,Yes,Yes
24731,ESE,SW,SSE,Yes,Yes
24732,NNE,NE,N,Yes,No
24733,S,NNE,WSW,No,No
24734,S,S,NE,No,Yes
24735,NNE,NNE,NNE,Yes,Yes
24736,WNW,WNW,SW,Yes,No
24737,SW,W,WSW,No,No
24738,S,SW,S,No,No
24739,ESE,SW,E,No,No
24740,NNE,NE,NE,No,No
24741,SSE,SSE,SSW,No,No
24742,E,S,N,No,No
24743,NNE,NE,N,No,No
24744,WNW,WSW,N,No,No
24745,SSE,SSE,N,No,No
24746,SW,NE,SE,No,No
